sex,education,income,married,work,age,exhibition_price,museum_price,art_price,traditional_price,theater_price,movie_price,performance_price,total_price
2,4,3,1,3,4,100000.0,,,,100000.0,200000.0,,400000
1,3,3,1,1,4,,,,,,100000.0,,100000
2,4,3,1,1,3,,,,,,50000.0,,50000
1,3,3,1,1,4,,,,,,60000.0,,60000
1,3,5,2,1,4,,,,,,100000.0,,100000
2,3,5,2,1,4,,,,,,30000.0,,30000
1,4,3,2,1,5,,,,,,40000.0,,40000
2,4,3,2,6,5,,,200000.0,,,70000.0,,270000
1,4,4,2,1,5,,,,,,60000.0,,60000
2,3,4,2,6,4,,,,,,40000.0,,40000
2,4,4,1,6,2,,,,,,55000.0,,55000
1,3,4,2,3,6,,,,,,120000.0,,120000
2,3,4,2,1,5,,,,,,,120000.0,120000
1,3,4,2,3,6,,,,,,60000.0,,60000
2,3,4,2,6,5,,,,,,30000.0,,30000
1,4,4,2,1,4,,,,,,60000.0,,60000
2,3,4,2,6,3,,20000.0,,,,30000.0,,50000
1,4,5,2,3,5,,,,,,40000.0,,40000
2,3,5,2,1,4,,,,,,55000.0,,55000
1,3,3,2,3,4,,,,,,100000.0,,100000
2,3,3,2,6,4,,,,,,30000.0,,30000
1,4,4,2,1,4,,,,,,40000.0,,40000
2,3,4,2,1,4,,10000.0,,,,50000.0,,60000
1,4,4,1,1,3,,,,,,20000.0,,20000
1,4,4,2,1,3,,,,,,60000.0,,60000
2,4,4,2,6,3,20000.0,,,,,30000.0,,50000
1,4,4,2,1,4,,,,,,40000.0,,40000
2,4,4,2,6,3,,,,,80000.0,60000.0,240000.0,380000
1,4,3,2,3,5,,,,,,20000.0,,20000
2,3,3,2,6,5,,,,,240000.0,30000.0,,270000
1,4,5,2,1,3,,,,,,40000.0,,40000
2,4,5,2,1,3,,,,,,45000.0,,45000
1,4,5,2,1,4,,,,,,20000.0,,20000
2,3,5,2,1,3,,,,,,17000.0,,17000
1,3,4,2,3,5,,,,,600000.0,240000.0,600000.0,1440000
2,3,4,2,1,5,,,,,,45000.0,,45000
1,4,5,2,1,5,,,,,,80000.0,,80000
2,4,5,2,1,5,,,,,,20000.0,,20000
1,4,4,2,1,3,,,,,,60000.0,,60000
2,4,4,2,6,3,,20000.0,,,90000.0,30000.0,240000.0,380000
1,4,5,2,1,4,,,,,,200000.0,,200000
2,4,5,2,1,4,,,,,,55000.0,,55000
1,4,4,1,1,3,,,,,,40000.0,,40000
1,4,4,2,1,4,,,,,,40000.0,,40000
2,4,4,2,6,3,,,,,,60000.0,,60000
1,4,3,2,1,4,,,,,,0.0,,0
2,4,3,2,6,3,,,,,,45000.0,120000.0,165000
1,4,4,2,3,5,,,,,,30000.0,,30000
2,3,4,2,6,5,,,,,120000.0,30000.0,,150000
1,4,4,2,1,4,,,,,,60000.0,,60000
2,4,4,2,6,4,,,,,240000.0,30000.0,,270000
1,4,4,2,1,4,,,,,,40000.0,,40000
2,3,4,2,6,3,,,,,240000.0,60000.0,,300000
1,3,4,2,1,6,,,,,,40000.0,,40000
2,3,4,2,6,6,,,,,120000.0,60000.0,,180000
1,4,4,2,1,3,,,,,,40000.0,,40000
2,4,4,2,6,3,,,,,120000.0,60000.0,,180000
1,4,3,2,1,4,,,,,,0.0,,0
2,4,3,2,6,3,50000.0,,,,,30000.0,,80000
1,4,4,2,1,3,,,,,,,,0
2,4,4,2,6,3,,,,,240000.0,30000.0,,270000
1,4,5,2,1,6,,,,,,40000.0,,40000
2,3,5,2,6,5,,,,,,30000.0,120000.0,150000
1,4,5,1,1,3,,,,,,200000.0,,200000
1,3,4,2,3,5,,,,,,,,0
2,2,4,2,1,5,,,,,,,,0
1,4,4,2,1,6,,,,,,,,0
2,3,4,2,6,6,,,,,,,,0
1,4,4,2,6,6,,,,,,,,0
2,3,4,2,1,6,,,,,,,,0
1,3,3,2,3,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,4,5,2,1,3,,,,,,,,0
2,4,5,2,1,3,,,,,,,,0
1,4,4,2,1,3,,,,,,80000.0,,80000
2,4,4,2,1,4,,,,,,0.0,,0
2,4,4,2,1,4,,,,,,,,0
2,3,4,1,6,1,,,,,,12000.0,,12000
1,4,6,2,2,5,,,,,,80000.0,,80000
2,3,6,2,1,5,,,,,,0.0,,0
1,4,3,2,1,4,,,,,,80000.0,,80000
2,4,3,2,1,3,,,,,,0.0,,0
1,4,5,2,1,4,,,,,,,,0
2,4,5,2,1,4,,,,,,,,0
1,2,2,2,6,7,,,,,,,,0
2,1,2,2,6,7,,,,,,,,0
1,2,2,2,6,7,,,,,,,,0
2,1,2,2,6,6,,,,,,,,0
1,4,3,2,3,6,,,,,,,,0
2,3,3,2,1,6,,,,,,,,0
1,2,5,2,3,5,,,,,,,,0
2,3,5,2,6,5,,,,,,,,0
1,3,5,2,1,5,,,,,,50000.0,,50000
2,3,5,2,1,4,,,,,,0.0,,0
1,3,5,2,3,5,,,,,,60000.0,,60000
2,3,5,2,6,5,,,,,,0.0,,0
1,4,6,2,3,6,,,,,,,,0
2,4,6,2,6,6,,,,,,30000.0,,30000
1,2,4,2,6,7,,,,,,,,0
2,1,4,2,6,7,,,,,,,,0
1,4,4,2,1,4,,,,,,30000.0,,30000
2,3,4,2,2,4,,,,,,0.0,,0
2,3,5,3,1,6,,,,,,,,0
1,4,5,1,1,3,,,,,,60000.0,,60000
1,3,3,2,1,5,,,,,,,,0
1,4,4,2,1,3,,,,,,50000.0,,50000
2,4,4,2,1,3,,,,,,0.0,,0
1,4,5,2,1,3,,,,,,90000.0,,90000
2,1,5,2,1,3,,,,,,0.0,,0
2,3,4,3,1,5,,,,,,140000.0,,140000
1,4,4,1,1,2,,,,,,25000.0,,25000
2,4,4,1,6,2,,,,,,36000.0,,36000
1,3,3,2,1,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,3,4,2,2,6,,,,,,,,0
2,1,4,2,6,6,,,,,,,,0
2,3,3,3,2,6,,,,,,,,0
2,4,3,1,1,3,,,,,,25000.0,,25000
1,3,3,2,1,7,,,,,,,,0
2,3,3,2,6,7,,,,,,,,0
1,4,4,2,1,4,,,,,,70000.0,,70000
2,4,4,2,1,4,,,,,,0.0,,0
1,4,4,2,1,4,,,,,,50000.0,,50000
2,4,4,2,1,3,,,,,,0.0,,0
1,4,6,2,2,4,,,,,,,,0
2,4,6,2,1,4,,,,,,,,0
1,4,3,2,6,7,,,,,,,,0
2,4,3,2,6,7,,,,,,,,0
1,4,3,2,6,6,,,,,,,,0
2,4,3,2,6,6,,,,,,,,0
1,4,5,2,1,4,,,,,,80000.0,,80000
2,3,5,2,1,4,,,,,,0.0,,0
2,3,5,1,6,1,,,,,,12000.0,,12000
1,4,4,2,1,5,,,,,,80000.0,,80000
2,3,4,2,6,5,,,,,,24000.0,,24000
2,4,4,1,1,2,,,,,,12000.0,,12000
1,4,4,2,1,4,,,,,,90000.0,,90000
2,4,4,2,1,4,,,,,,0.0,,0
2,3,4,1,6,1,,,,,,0.0,,0
1,3,6,2,2,6,,,,,,,,0
2,3,6,2,1,6,,,,,,,,0
2,4,6,1,1,3,,,,,,,,0
1,4,6,1,1,3,,,,,,,,0
1,4,3,2,1,4,,,,,,70000.0,,70000
2,3,3,2,6,3,,,,,,0.0,,0
2,1,4,3,1,5,,,,,,,,0
1,3,4,2,1,6,,,,,,50000.0,,50000
2,3,4,2,6,6,,,,,,0.0,,0
1,4,4,1,1,3,,,,,,50000.0,,50000
1,3,3,2,6,7,,,,,,,,0
2,3,3,2,6,7,,,,,,0.0,,0
1,4,4,2,1,4,,,,,,,,0
2,4,4,2,1,3,,,,,,,,0
1,4,4,2,1,3,,,,,,100000.0,,100000
2,4,4,2,1,3,,,,,,0.0,,0
1,4,6,2,1,5,,,,,,,,0
2,4,6,2,2,5,,,,,,,,0
2,4,6,1,1,2,,,,,,50000.0,,50000
2,4,6,1,6,2,,,,,,0.0,,0
1,3,3,2,1,4,,,,,,,,0
2,3,3,2,1,4,,,,,,,,0
1,4,3,3,1,4,,,,,,,,0
1,3,4,3,3,5,,,,,,,,0
1,4,3,1,1,4,,,,,,70000.0,,70000
1,4,4,2,1,3,,,,,,150000.0,,150000
2,4,4,2,1,3,,,,,,0.0,,0
1,4,4,2,1,3,,,,,,,,0
2,4,4,2,1,3,,,,,,33000.0,,33000
2,1,2,3,6,7,,,,,,,,0
2,1,2,3,6,7,,,,,,0.0,,0
2,3,3,3,1,6,,,,,,,,0
1,4,4,1,1,4,,,,,30000.0,30000.0,,60000
2,3,3,3,1,6,,,,,,50000.0,,50000
1,4,5,2,1,4,,,,,,80000.0,,80000
2,4,5,2,1,4,,,,,,0.0,,0
1,4,4,2,2,7,,,,,,,,0
2,3,4,2,6,6,,,,,,0.0,,0
1,4,5,2,1,4,,,,,,100000.0,,100000
2,4,5,2,1,3,,,,,,0.0,,0
1,3,4,2,1,7,,,,,,,,0
2,3,4,2,1,6,,,,,,,,0
1,4,5,2,1,3,,,,,,,,0
2,4,5,2,1,4,,,,,,,,0
1,3,4,2,3,5,,,,,,100000.0,,100000
2,3,4,2,6,5,,,,,,0.0,,0
2,4,4,1,1,3,,,,,,0.0,,0
1,4,3,2,6,6,,,,,,,,0
2,3,3,2,6,6,,,,,,50000.0,,50000
1,4,5,2,1,3,,,,,,100000.0,,100000
2,4,5,2,1,3,,,,,,0.0,,0
1,3,3,2,3,6,36000.0,,,,,,,36000
2,2,3,2,6,6,,,,,,24000.0,,24000
1,3,4,2,2,6,,,,,,,,0
2,2,4,2,6,6,,,,,,,,0
1,4,5,2,6,6,,,,,,,,0
2,3,5,2,6,6,0.0,,,,,0.0,,0
1,4,5,1,1,3,,,,,,,,0
1,3,3,2,2,6,,,,,,0.0,,0
2,3,3,2,6,6,,,,,,0.0,,0
1,4,3,2,6,6,,,,,,,,0
2,4,3,2,6,6,,,,,,,,0
1,4,5,2,2,5,,,,,,,,0
2,3,5,2,6,5,,,,,,0.0,,0
1,4,5,1,6,2,,,,,,65000.0,,65000
2,4,5,1,6,2,,,,,,0.0,,0
2,3,4,2,6,6,,,,,,0.0,,0
1,4,4,2,6,6,,,,,,,,0
1,4,4,1,1,3,,,,,,50000.0,,50000
1,4,5,2,1,3,,,,,,40000.0,,40000
2,4,5,2,1,3,,,,,60000.0,80000.0,120000.0,260000
1,3,3,3,1,7,,,,,,,,0
1,4,4,2,1,5,,,,,,,,0
2,4,4,2,6,5,,,,,,30000.0,,30000
1,3,3,2,1,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,4,3,1,1,5,,,,,,18000.0,,18000
1,4,4,2,1,5,,,,,,,,0
2,4,4,2,6,5,,,,0.0,,25000.0,,25000
1,4,3,3,1,4,,,,,,,,0
1,4,3,2,1,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,4,3,2,1,6,,,,,,,,0
2,3,3,2,6,6,,,,,,20000.0,100000.0,120000
1,4,3,2,3,6,,,,,,,,0
2,3,3,2,6,6,,,,,,30000.0,,30000
1,4,3,2,1,6,0.0,,,,,,,0
2,3,3,2,6,6,,,,30000.0,30000.0,40000.0,,100000
1,4,3,3,1,4,,,,,,15000.0,,15000
1,4,4,2,2,5,200000.0,,,,,,,200000
2,3,4,2,6,5,,,,,,40000.0,,40000
1,4,5,2,2,6,,,,,,,,0
2,4,5,2,6,6,,,,,,40000.0,,40000
2,4,5,1,1,3,,,,,,60000.0,,60000
1,4,5,1,1,3,,,,,,80000.0,100000.0,180000
1,3,5,2,2,6,,,,,,,,0
2,3,5,2,6,6,,140000.0,,,,12000.0,,152000
1,4,5,1,1,3,,,,,,40000.0,,40000
1,4,5,1,1,3,,,,,,60000.0,,60000
2,3,4,3,1,6,,,,,,,,0
1,4,4,1,1,3,,,,0.0,,30000.0,,30000
1,4,5,2,2,6,,,,,,,,0
2,4,5,2,6,6,,,,,60000.0,30000.0,,90000
1,4,5,1,1,3,,,,,,40000.0,,40000
2,4,5,1,1,3,,,100000.0,,150000.0,,200000.0,450000
2,2,3,3,3,7,,,,,,,,0
2,4,3,1,1,4,,,,,,40000.0,,40000
1,4,4,2,2,6,,,,,,,,0
2,4,4,2,6,5,100000.0,,,,,60000.0,,160000
2,4,4,1,1,2,,,250000.0,,,,200000.0,450000
1,4,4,2,1,4,,,,,,,,0
2,4,4,2,1,4,,,,,,25000.0,,25000
1,3,3,2,2,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,4,3,2,1,3,,,,,,30000.0,,30000
2,4,3,2,1,3,,,,,,,,0
1,4,4,2,1,4,,,,,,20000.0,,20000
2,4,4,2,1,4,,,,,,30000.0,,30000
2,3,2,3,1,7,,,,,,,,0
1,4,3,2,1,4,,,,,,30000.0,,30000
2,4,3,2,1,4,,,,,,35000.0,,35000
1,3,5,2,3,6,,,,,,,,0
2,3,5,2,6,6,,,,,,13000.0,,13000
1,4,5,1,1,3,,,,,,60000.0,140000.0,200000
1,4,5,1,1,3,,,,,,45000.0,,45000
1,4,3,2,2,6,,,,,,,,0
2,4,3,2,6,6,,,,,,80000.0,,80000
2,3,3,3,2,5,,,,,,,,0
1,3,3,2,1,7,,,,,,,,0
2,2,3,2,6,7,,,,,,,,0
1,3,3,3,3,7,,,,,,,,0
1,4,4,2,1,4,,,,,,50000.0,,50000
2,4,4,2,1,4,,,,,,35000.0,,35000
1,4,4,2,1,5,,,,,,30000.0,,30000
2,4,4,2,1,5,,,,,,30000.0,,30000
1,4,4,2,1,4,,,,,,15000.0,,15000
2,4,4,2,6,4,,,,,,45000.0,,45000
2,3,4,1,6,1,,,,,,35000.0,,35000
1,3,3,2,1,7,,,,,,,,0
2,2,3,2,6,6,,,,,,,,0
1,4,4,2,1,5,,,,,,30000.0,,30000
2,4,4,2,1,4,30000.0,,,,,35000.0,,65000
1,3,4,1,1,2,,,,,,25000.0,,25000
1,3,3,2,3,7,,,,,,,,0
2,2,3,2,6,6,,,,,,,,0
1,3,3,2,1,4,,,,,,35000.0,,35000
1,4,4,2,1,3,,,,,,30000.0,,30000
2,4,4,2,1,3,,,,,,50000.0,,50000
2,2,2,3,6,7,,,,,,,,0
1,4,4,1,1,4,,,,,,50000.0,,50000
1,4,3,2,3,6,,,,,,20000.0,,20000
2,4,3,2,1,6,,,,,,20000.0,,20000
2,4,3,1,1,3,,,,,,25000.0,100000.0,125000
1,4,4,2,6,6,,,,,,0.0,,0
2,3,4,2,1,5,,,,,,10000.0,100000.0,110000
1,4,4,2,2,4,,,,,,20000.0,,20000
2,4,4,2,1,5,,,,,,35000.0,,35000
2,4,4,1,6,2,,,,,,30000.0,,30000
1,4,3,2,1,5,,,,,,10000.0,,10000
2,3,3,2,1,5,,,,,,,,0
1,4,3,2,1,3,,,,,,,,0
2,4,3,2,6,3,,,,,,30000.0,,30000
2,3,3,3,1,6,,,,,,15000.0,,15000
2,3,3,3,1,3,,,,,,35000.0,,35000
1,3,3,2,3,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,3,2,3,3,6,,,,,,,,0
1,4,4,2,3,6,,,,,,,,0
2,4,4,2,6,5,,,,,60000.0,,150000.0,210000
1,4,4,2,1,3,,,,,,35000.0,,35000
2,4,4,2,1,2,,,,,,35000.0,,35000
1,4,3,1,1,3,,,,,,65000.0,,65000
1,4,4,2,1,3,,,,,,25000.0,,25000
2,4,4,2,6,3,,,,,,30000.0,,30000
1,4,4,2,1,5,,,,,,35000.0,,35000
2,4,4,2,1,4,,,,,,30000.0,,30000
1,3,4,1,6,1,,,,,,35000.0,,35000
1,4,4,2,1,4,,,,,,50000.0,,50000
2,4,4,2,6,4,,,,,,50000.0,,50000
2,3,4,1,6,1,,,,,,20000.0,,20000
1,4,4,2,1,4,,7000.0,,,,25000.0,,32000
2,3,4,2,6,4,,,,,,20000.0,,20000
2,3,4,1,6,1,,,,,,35000.0,,35000
2,2,3,3,3,7,,,,,,,,0
2,4,3,1,1,4,,,,,,30000.0,,30000
1,4,3,2,1,3,,,,,,18000.0,,18000
2,4,3,2,1,3,,,,,,30000.0,,30000
1,4,3,2,1,3,,,,,,30000.0,,30000
2,4,3,2,1,3,,,,,,35000.0,,35000
1,4,4,2,1,4,,,,,,18000.0,,18000
2,4,4,2,1,4,,,,,,25000.0,,25000
1,3,4,1,6,1,,,,,,35000.0,,35000
1,3,3,2,3,7,,,,,,,,0
2,2,3,2,6,7,,,,,,,,0
2,2,2,3,3,7,,,,,,,,0
1,3,3,2,1,7,,,,,,,,0
2,2,3,2,6,7,,,,,,,,0
1,4,4,2,1,3,,,,,,45000.0,,45000
2,4,4,2,1,3,,,,,,45000.0,,45000
1,4,3,1,1,4,,,,,,50000.0,120000.0,170000
1,4,4,2,1,3,,,,,,18000.0,,18000
2,4,4,2,1,3,,,,,,30000.0,,30000
1,4,3,1,1,3,,,,,,30000.0,,30000
2,2,3,3,6,7,,,,,,,,0
2,3,3,3,3,7,,,,,,,,0
1,4,5,2,1,3,,,,,,20000.0,,20000
2,4,5,2,1,3,,,,,,30000.0,,30000
2,4,3,1,1,5,,,,,,50000.0,,50000
1,4,4,2,1,3,,,,,,35000.0,,35000
2,4,4,2,1,3,,,,,,35000.0,,35000
1,3,4,2,2,5,,,,,,,,0
2,4,4,2,6,5,,,,,,20000.0,,20000
1,3,4,1,6,1,,,,,,20000.0,,20000
1,2,2,2,1,7,,,,,,,,0
2,3,2,2,6,7,,,,,,,,0
1,4,4,2,1,4,,,,,,30000.0,,30000
2,4,4,2,1,4,,,,,,20000.0,,20000
2,2,2,3,6,7,,,,,,,,0
1,4,3,2,1,4,,,,,,40000.0,,40000
2,4,3,2,6,3,,,,,,50000.0,,50000
1,4,4,2,1,3,,,,,,30000.0,,30000
2,4,4,2,1,3,,,,,,20000.0,,20000
2,3,2,3,1,7,,,,,,,,0
1,4,3,2,1,3,,,,,,30000.0,,30000
2,4,3,2,6,3,,,,,,35000.0,,35000
1,4,4,2,1,6,,,,,,30000.0,,30000
2,3,4,2,1,6,,,,,,,,0
1,3,4,2,1,3,,,,,,40000.0,,40000
2,3,4,2,1,3,,,,,,30000.0,,30000
2,4,3,1,1,4,,,,,,35000.0,,35000
1,3,4,2,1,4,,,,,,,,0
2,3,4,2,1,4,,,,,,,,0
1,3,3,2,3,7,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
1,4,3,2,3,4,,,,,,15000.0,,15000
2,4,3,2,6,4,,,,,,25000.0,,25000
1,3,4,2,1,6,,,,,,,,0
2,3,4,2,6,6,,,,,,12000.0,,12000
2,4,4,1,1,2,,130000.0,,,,50000.0,,180000
1,4,5,2,1,6,,,,,,,,0
2,4,5,2,6,6,,,,,,,,0
1,4,5,1,1,3,150000.0,,,,,50000.0,100000.0,300000
2,4,5,1,1,3,,,,,,80000.0,,80000
2,2,2,3,1,6,,,,,,,,0
1,3,3,2,1,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
2,2,3,3,6,7,,,,,,,,0
2,4,3,1,1,3,,,,,,,,0
1,4,4,2,3,6,,,,,,15000.0,,15000
2,3,4,2,6,6,,,,,,,,0
2,4,4,1,1,3,,,,,,30000.0,,30000
1,4,4,2,1,4,,,,,,30000.0,,30000
2,4,4,2,1,4,,,,,,40000.0,,40000
1,4,4,2,3,6,,,,,,,,0
2,4,4,2,1,6,,,,,,20000.0,,20000
1,4,3,1,1,4,,,,,,40000.0,,40000
1,4,4,2,1,5,,,,,,50000.0,,50000
2,4,4,2,1,5,,,,,,40000.0,,40000
2,4,3,1,1,5,,,,,,40000.0,,40000
1,3,5,2,3,6,,,,,,,,0
2,3,5,2,6,6,,,,,,15000.0,,15000
2,4,5,1,1,3,,,,,,70000.0,,70000
2,3,3,3,3,6,,,,,,,,0
1,3,4,2,1,6,,,,,,,,0
2,3,4,2,6,6,,,,,,30000.0,,30000
2,4,4,1,1,3,,,,,,35000.0,,35000
1,3,3,2,1,7,,,,,,,,0
2,2,3,2,6,7,,,,,,,,0
1,4,4,2,3,6,,,,,,,,0
2,4,4,2,6,6,,,,,,40000.0,,40000
1,4,3,1,1,4,,,,,,40000.0,,40000
1,4,3,2,1,7,,,,,,80000.0,,80000
2,4,3,2,6,6,,,,,,20000.0,,20000
1,4,4,2,1,4,,,,,,20000.0,,20000
2,4,4,2,1,3,,,,,,30000.0,,30000
1,4,4,2,1,7,,,,,,,,0
2,3,4,2,6,6,,,,,,,,0
1,3,3,3,1,7,,,,,,,,0
2,2,3,3,6,7,,,,,,,,0
1,4,4,2,1,4,,,,,,50000.0,,50000
2,3,4,2,6,4,,,,,,25000.0,,25000
2,3,4,1,6,1,,,,,,50000.0,,50000
1,4,3,3,2,6,,,,,,10000.0,,10000
1,4,4,2,1,3,,,,,40000.0,50000.0,,90000
2,4,4,2,1,3,,,,,40000.0,50000.0,,90000
1,3,3,2,1,7,,,,,,,,0
2,3,3,2,1,6,,,,,,,,0
1,4,4,2,3,5,,,,,,30000.0,,30000
2,3,4,2,1,4,,,,,,35000.0,120000.0,155000
2,4,4,1,6,2,,,,,,35000.0,,35000
1,4,3,2,1,3,,,,,,25000.0,,25000
2,4,3,2,6,3,,,,,,10000.0,,10000
2,2,2,3,6,6,,,,,,,,0
1,3,3,3,3,6,,,,,,,,0
1,3,3,2,1,6,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
2,4,3,1,1,4,,,,,,,,0
2,3,3,3,3,6,,,,,,,,0
1,4,5,2,1,4,,,,,,30000.0,,30000
2,4,5,2,1,4,,,,,,40000.0,,40000
2,3,5,1,6,1,,,,,,30000.0,,30000
1,3,3,2,3,6,,,,,,20000.0,,20000
2,3,3,2,6,6,,,,,,45000.0,,45000
2,4,3,1,1,3,,,,,35000.0,30000.0,,65000
2,4,3,3,1,4,,,,,,35000.0,,35000
2,3,3,1,6,1,,,,,,20000.0,,20000
1,4,4,2,1,4,,,,,,25000.0,,25000
2,4,4,2,1,4,,,,,,35000.0,,35000
2,2,3,3,1,6,,,,,,,,0
2,4,3,1,1,3,,,,,,30000.0,,30000
1,4,3,1,1,3,,,,,,30000.0,,30000
1,3,4,2,1,6,,,,,,,,0
2,3,4,2,1,6,,,,,,35000.0,,35000
1,4,3,1,1,5,,,,,,35000.0,,35000
2,4,3,3,3,5,,,,,,30000.0,,30000
1,4,3,2,1,6,,,,,,40000.0,,40000
2,3,3,2,6,5,,,,,,45000.0,,45000
1,4,3,2,2,6,,,,,,10000.0,,10000
2,4,3,2,2,6,30000.0,,,,,40000.0,,70000
1,3,3,2,3,7,,,,,,,,0
2,3,3,2,1,6,,,,,,25000.0,50000.0,75000
1,4,5,2,3,6,,,,,,30000.0,,30000
2,3,5,2,6,6,,,,,,10000.0,,10000
2,4,5,1,1,3,,,,,,50000.0,,50000
1,4,4,2,1,3,,,,,,35000.0,,35000
2,4,4,2,1,3,,,,,,20000.0,,20000
1,4,4,2,1,3,,,,,,50000.0,,50000
2,4,4,2,1,3,,,,,,30000.0,,30000
2,4,3,1,1,3,,,,,,30000.0,,30000
1,4,4,2,1,6,,,,,,50000.0,,50000
2,4,4,2,1,6,,,,,,30000.0,100000.0,130000
1,4,4,2,1,3,,,,,,20000.0,,20000
2,4,4,2,6,3,,,,,,15000.0,,15000
2,4,4,1,1,3,,,,,,20000.0,,20000
1,3,3,2,3,6,,,,,,25000.0,,25000
2,3,3,2,6,6,,,,,,15000.0,,15000
1,3,3,2,3,6,,,,,,,,0
2,3,3,2,6,6,,,,,,15000.0,,15000
1,4,3,2,1,5,,,,,,10000.0,,10000
2,4,3,2,6,4,,,,,,50000.0,120000.0,170000
2,4,3,1,6,2,,,,,,30000.0,,30000
2,3,3,3,3,5,,,,,,,,0
1,4,3,2,2,5,,,,,,0.0,,0
2,4,3,2,1,5,30000.0,,,,,30000.0,,60000
2,4,3,3,1,5,,,,,,35000.0,,35000
1,4,5,2,2,5,,,400000.0,,,,,400000
2,3,5,2,6,5,,0.0,,,400000.0,,,400000
1,4,4,2,1,5,,,,,,20000.0,,20000
2,4,4,2,6,5,,,,,60000.0,60000.0,,120000
1,4,5,2,1,4,10000.0,0.0,,,,20000.0,,30000
2,4,5,2,6,4,,,,,,,,0
1,3,5,1,6,1,0.0,2000.0,,,,0.0,,2000
1,4,4,2,1,4,,,,,,,,0
2,4,4,2,6,4,,,,,20000.0,20000.0,,40000
1,3,6,2,2,6,,,,,,20000.0,,20000
2,3,6,2,6,6,,,,,60000.0,30000.0,,90000
1,4,6,1,6,4,,0.0,,,60000.0,20000.0,,80000
2,4,4,3,1,3,,,,,,40000.0,,40000
2,3,4,3,6,6,,,,,,30000.0,,30000
2,2,2,3,6,7,,,,,,,,0
2,3,2,3,6,7,,,,,,,,0
2,2,2,3,6,7,,,,,,,,0
2,2,2,3,6,7,,,,,,,,0
2,3,2,3,6,7,,,,,,0.0,,0
1,3,4,2,3,5,,,,,,20000.0,,20000
2,3,4,2,3,5,0.0,,,,,66000.0,,66000
1,3,2,1,6,7,0.0,0.0,,,,,,0
1,4,4,3,1,4,,,,,,20000.0,,20000
1,4,4,2,1,6,,,,,,20000.0,100000.0,120000
2,4,4,2,6,6,0.0,,,,40000.0,20000.0,,60000
2,4,3,1,1,2,,,,,,10000.0,,10000
1,4,5,2,3,5,,,,,,,,0
2,3,5,2,1,5,,,,,,,,0
1,3,5,1,6,2,,,,,,20000.0,,20000
1,4,5,2,3,5,0.0,,,,,,,0
2,3,5,2,6,5,,,,,18000.0,40000.0,,58000
2,4,5,1,6,2,,,,,20000.0,,,20000
2,3,5,1,6,1,,,,,,40000.0,,40000
1,4,5,2,1,4,,,,,,20000.0,,20000
2,4,5,2,1,4,,,,,,30000.0,,30000
1,3,3,2,6,7,,,,,,,,0
2,3,3,2,6,7,,,,,,,,0
1,3,5,2,1,5,,,,,,,,0
2,4,5,2,1,5,,,,,,22000.0,,22000
1,4,5,1,6,2,,,,,,0.0,,0
2,2,5,3,6,7,,,,,,,,0
1,3,3,2,3,5,,,,,,,,0
2,3,3,2,6,5,,,,,,,,0
2,3,4,3,6,7,,,,,,,,0
2,4,4,3,3,4,,,,,,,,0
2,3,3,3,6,7,,,,,,,,0
2,4,3,1,1,5,,,,,,10000.0,,10000
1,3,5,2,1,4,,,,,,,,0
2,4,5,2,1,4,,6000.0,,,,,,6000
1,4,6,2,1,4,,0.0,,,,,,0
2,4,6,2,1,3,,,,,,,,0
1,3,4,2,3,7,,,,,,,,0
2,3,4,2,6,6,,,,,,,,0
1,3,3,2,3,7,,,,,,,,0
2,3,3,2,6,6,,,,,,,,0
2,3,3,3,6,7,0.0,0.0,,,,20000.0,,20000
2,4,3,1,1,4,,,,,50000.0,25000.0,,75000
1,4,4,2,1,6,,,,,,20000.0,,20000
2,3,4,2,6,6,20000.0,,,,,,,20000
2,4,3,1,1,3,,0.0,,,,10000.0,,10000
2,4,3,1,6,3,,,,,,30000.0,,30000
1,4,4,2,3,5,20000.0,,,,,60000.0,,80000
2,4,4,2,6,4,,0.0,,,,,,0
2,4,4,1,6,2,,,,,30000.0,20000.0,,50000
1,3,4,1,6,1,,,,,,,100000.0,100000
1,3,5,2,1,6,,,,,,,,0
2,3,5,2,6,5,,,,,,,,0
2,4,5,1,1,3,,,,,,,,0
1,4,5,1,6,2,,,,,,30000.0,,30000
2,2,5,3,6,7,,,,,,,,0
1,4,5,2,1,4,,,,,,,,0
2,4,5,2,6,4,,,,,,0.0,,0
1,4,4,2,1,4,,,,,,40000.0,,40000
2,4,4,2,6,4,,,,,0.0,45000.0,,45000
1,3,5,2,1,4,,2000.0,,,,,,2000
2,4,5,2,1,4,,,,,,,,0
2,2,5,3,6,7,,,,,,,,0
2,2,2,3,6,7,,,,,,,,0
1,4,5,2,1,4,,,,,,,,0
2,4,5,2,6,4,20000.0,0.0,,,,60000.0,,80000
